Date/time,PM10 [ug/m3],PM2.5 [ug/m3],TEMP [C]
2021-04-29 15:15:00+02:00,6.278571428571429,5.638571428571429,17.857145309448242
2021-04-29 15:20:00+02:00,6.362500000000001,5.8025,17.912498474121094
2021-04-29 15:25:00+02:00,6.096666666666668,5.53,18.022220611572266
2021-04-29 15:30:00+02:00,6.692,5.877000000000001,18.079998016357422
2021-04-29 15:35:00+02:00,6.6872727272727275,5.856363636363636,18.09090805053711
2021-04-29 15:40:00+02:00,6.515000000000001,5.753333333333334,18.091665267944336
2021-04-29 15:45:00+02:00,6.553076923076924,5.756923076923077,18.023075103759766
2021-04-29 15:50:00+02:00,6.773076923076924,5.890769230769229,17.984615325927734
2021-04-29 15:55:00+02:00,7.1023076923076935,6.318461538461538,17.869230270385742
2021-04-29 16:00:00+02:00,7.433846153846153,6.616923076923077,17.730770111083984
2021-04-29 16:05:00+02:00,7.431538461538462,6.614615384615385,17.569231033325195
2021-04-29 16:10:00+02:00,7.360769230769232,6.543846153846153,17.22307586669922
2021-04-29 16:15:00+02:00,7.134999999999999,6.420833333333333,17.133333206176758
2021-04-29 16:20:00+02:00,7.235833333333332,6.521666666666668,16.783334732055664
2021-04-29 16:25:00+02:00,7.102083333333333,6.88,16.433334350585938
2021-04-29 16:30:00+02:00,7.12625,6.955833333333334,16.01666831970215
2021-04-29 16:35:00+02:00,6.892083333333335,6.975833333333334,15.633334159851074
2021-04-29 16:40:00+02:00,7.120416666666666,7.166666666666667,15.325000762939453
2021-04-29 16:50:00+02:00,7.403749999999998,7.360833333333332,14.683334350585938
2021-04-29 16:55:00+02:00,7.274583333333333,7.324999999999999,14.433333396911621
2021-04-29 17:00:00+02:00,7.0929166666666665,7.099999999999999,14.241665840148926
2021-04-29 17:05:00+02:00,7.1937500000000005,7.133333333333334,14.041666984558105
2021-04-29 17:10:00+02:00,7.77625,7.635833333333334,13.908331871032715
2021-04-29 17:15:00+02:00,8.11125,7.970833333333334,13.811111450195312
2021-04-29 17:20:00+02:00,7.939615384615384,7.8100000000000005,13.776923179626465
2021-04-29 17:25:00+02:00,8.208846153846155,7.974615384615384,13.70769214630127
2021-04-29 17:30:00+02:00,8.734615384615385,7.926923076923075,13.661538124084473
2021-04-29 17:35:00+02:00,8.90076923076923,8.093076923076923,13.623076438903809
2021-04-29 17:40:00+02:00,8.813076923076924,7.9303846153846145,13.576921463012695
2021-04-29 17:45:00+02:00,8.843846153846155,7.9219230769230755,13.484614372253418
2021-04-29 17:50:00+02:00,8.862307692307693,7.940384615384615,13.423075675964355
2021-04-29 17:55:00+02:00,8.475384615384616,7.650384615384615,13.376922607421875
2021-04-29 18:00:00+02:00,8.086923076923076,7.218846153846154,13.299999237060547
2021-04-29 18:05:00+02:00,7.861538461538462,6.937307692307693,13.246153831481934
2021-04-29 18:10:00+02:00,7.3900000000000015,6.685769230769231,13.19999885559082
2021-04-29 18:15:00+02:00,6.94923076923077,6.318846153846154,13.107691764831543
2021-04-29 18:20:00+02:00,6.731538461538461,6.04576923076923,13.012821197509766
2021-04-29 18:25:00+02:00,6.726153846153846,6.040384615384616,12.923076629638672
2021-04-29 18:30:00+02:00,6.795384615384616,6.072692307692308,12.823075294494629
2021-04-29 18:35:00+02:00,6.366923076923077,5.76346153846154,12.692307472229004
2021-04-29 18:40:00+02:00,6.585384615384616,5.902692307692309,12.561538696289062
2021-04-29 18:45:00+02:00,6.471538461538462,5.856153846153846,12.415384292602539
2021-04-29 18:50:00+02:00,6.1461538461538465,5.68076923076923,12.276923179626465
2021-04-29 18:55:00+02:00,6.260769230769229,5.795384615384615,12.146153450012207
2021-04-29 19:00:00+02:00,6.831538461538461,6.303846153846153,12.023076057434082
2021-04-29 19:05:00+02:00,7.123846153846154,6.593846153846153,11.923075675964355
2021-04-29 19:10:00+02:00,7.883076923076922,7.136153846153846,11.815383911132812
2021-04-29 19:15:00+02:00,8.194615384615386,7.399230769230769,11.715384483337402
2021-04-29 19:20:00+02:00,8.496153846153847,7.626923076923077,11.615385055541992
2021-04-29 19:25:00+02:00,9.433076923076925,8.326153846153845,11.53846263885498
2021-04-29 19:30:00+02:00,9.884615384615385,8.676153846153849,11.461538314819336
2021-04-29 19:35:00+02:00,10.048846153846155,8.931538461538462,11.40000057220459
2021-04-29 19:40:00+02:00,10.636538461538462,9.379999999999999,11.350000381469727
2021-04-29 19:45:00+02:00,10.518076923076924,9.340769230769231,11.311538696289062
2021-04-29 19:50:00+02:00,10.520384615384616,9.273846153846154,11.273076057434082
2021-04-29 19:55:00+02:00,10.818846153846154,9.447692307692309,11.226922035217285
2021-04-29 20:00:00+02:00,11.258846153846154,9.753076923076922,11.173076629638672
2021-04-29 20:05:00+02:00,11.251153846153844,9.676923076923078,11.119230270385742
2021-04-29 20:10:00+02:00,11.573461538461537,10.044615384615385,11.065384864807129
2021-04-29 20:15:00+02:00,11.018076923076922,9.702307692307691,11.019230842590332
2021-04-29 20:20:00+02:00,10.673461538461538,9.406153846153845,10.965384483337402
2021-04-29 20:25:00+02:00,11.005769230769232,9.61923076923077,10.911538124084473
2021-04-29 20:30:00+02:00,10.361923076923075,9.096153846153847,10.84999942779541
2021-04-29 20:35:00+02:00,9.669615384615385,8.505384615384616,10.796154022216797
2021-04-29 20:40:00+02:00,9.064615384615385,7.885384615384617,10.75
2021-04-29 20:45:00+02:00,8.743846153846155,7.5430769230769235,10.692307472229004
2021-04-29 20:50:00+02:00,8.925384615384614,7.536923076923078,10.630768775939941
